detection_id,customer_id,product_id,timestamp,location,altitude_m,detected_object,confidence,alert_level,processed
337,60,13,2024-01-23 02:21:00,CopenhagenHarbor,194,bird,0.719,low,True
338,101,4,2024-02-22 02:39:00,AarhusPort,53,drone,0.938,high,True
339,12,6,2024-02-12 00:55:00,EsbjergPort,120,unknown,0.665,medium,True
340,49,2,2024-02-28 15:38:00,OdenseIndustrial,164,drone,0.888,medium,True
341,42,8,2024-01-09 10:55:00,OdenseIndustrial,123,bird,0.737,low,True
342,82,15,2024-02-08 00:51:00,BillundAirport,59,bird,0.889,medium,True
343,35,7,2024-02-16 01:58:00,EsbjergPort,38,bird,0.985,low,True
344,134,4,2024-01-13 00:47:00,BillundAirport,86,drone,0.964,high,True
345,67,8,2024-02-02 16:17:00,BillundAirport,101,bird,0.827,medium,True
346,80,2,2024-01-05 06:30:00,AarhusPort,83,bird,0.712,medium,True
347,7,12,2024-01-04 01:45:00,CopenhagenHarbor,102,drone,0.805,high,True
348,14,7,2024-01-12 03:12:00,OdenseIndustrial,66,bird,0.94,low,True
349,73,5,2024-01-02 12:38:00,OdenseIndustrial,25,drone,0.903,high,True
350,143,7,2024-02-12 00:20:00,CopenhagenHarbor,35,bird,0.833,low,True
351,149,8,2024-02-07 01:54:00,OdenseIndustrial,165,bird,0.716,low,True
352,66,1,2024-01-14 22:39:00,CopenhagenHarbor,199,bird,0.824,low,False
353,91,8,2024-01-26 03:40:00,EsbjergPort,195,drone,0.836,high,True
354,130,2,2024-01-30 01:54:00,AarhusPort,190,bird,0.969,low,True
355,20,8,2024-01-10 14:59:00,AarhusPort,58,bird,0.886,low,True
356,10,11,2024-02-05 01:00:00,AarhusPort,196,unknown,0.601,high,True
357,25,10,2024-01-22 19:39:00,CopenhagenHarbor,132,bird,0.852,medium,True
358,25,7,2024-01-07 01:05:00,CopenhagenHarbor,159,bird,0.719,low,True
359,54,7,2024-01-30 18:40:00,CopenhagenAirport,157,bird,0.982,low,True
360,33,2,2024-01-17 03:16:00,OdenseIndustrial,90,bird,0.804,low,False
361,95,9,2024-02-29 09:14:00,OdenseIndustrial,129,drone,0.839,high,True
362,14,3,2024-01-11 15:58:00,CopenhagenAirport,74,bird,0.803,low,True
363,65,6,2024-02-23 09:58:00,CopenhagenAirport,148,bird,0.898,low,True
364,110,3,2024-01-11 03:16:00,AarhusPort,68,bird,0.892,medium,True
365,80,2,2024-01-24 07:32:00,CopenhagenAirport,183,drone,0.907,critical,True
366,54,8,2024-02-24 16:37:00,CopenhagenHarbor,40,bird,0.778,low,True
367,125,1,2024-01-01 21:19:00,BillundAirport,56,bird,0.792,low,False
368,131,9,2024-02-13 21:17:00,CopenhagenHarbor,135,bird,0.736,low,True
369,134,4,2024-02-13 09:56:00,CopenhagenAirport,43,bird,0.89,medium,True
370,25,1,2024-01-05 22:03:00,OdenseIndustrial,74,bird,0.712,low,False
371,141,7,2024-01-13 08:11:00,CopenhagenHarbor,44,bird,0.873,low,True
372,117,1,2024-01-21 19:35:00,OdenseIndustrial,154,drone,0.952,high,True
373,136,3,2024-02-01 16:48:00,CopenhagenHarbor,146,bird,0.958,low,True
374,149,8,2024-02-03 12:45:00,OdenseIndustrial,112,unknown,0.735,low,True
375,25,1,2024-01-14 05:43:00,EsbjergPort,113,unknown,0.532,low,True
376,79,11,2024-02-16 23:22:00,CopenhagenHarbor,90,bird,0.722,medium,True
377,68,1,2024-02-29 19:43:00,OdenseIndustrial,141,bird,0.895,low,True
378,12,2,2024-01-27 02:39:00,BillundAirport,43,bird,0.938,low,True
379,32,9,2024-02-06 01:20:00,AarhusPort,30,drone,0.771,high,True
380,128,4,2024-01-20 19:29:00,CopenhagenHarbor,92,bird,0.822,low,True
381,96,2,2024-01-25 23:14:00,BillundAirport,31,bird,0.943,medium,False
382,92,4,2024-01-20 08:16:00,AarhusPort,54,bird,0.954,medium,True
383,141,3,2024-01-02 18:53:00,CopenhagenHarbor,160,drone,0.771,high,True
384,31,11,2024-02-24 09:44:00,BillundAirport,42,drone,0.86,medium,True
385,78,4,2024-01-25 13:27:00,BillundAirport,102,bird,0.756,low,True
386,20,10,2024-02-12 04:54:00,EsbjergPort,186,drone,0.73,high,True
387,146,12,2024-01-17 11:52:00,BillundAirport,107,bird,0.964,low,True
388,60,5,2024-02-08 05:09:00,EsbjergPort,99,bird,0.938,low,True
389,134,13,2024-01-13 06:45:00,CopenhagenAirport,116,drone,0.92,critical,True
390,93,4,2024-02-05 21:33:00,OdenseIndustrial,159,bird,0.714,low,True
391,43,15,2024-02-08 20:41:00,AarhusPort,53,bird,0.945,medium,True
392,130,1,2024-02-23 09:48:00,OdenseIndustrial,94,bird,0.827,medium,True
393,60,8,2024-02-21 18:12:00,OdenseIndustrial,178,drone,0.799,high,True
394,31,6,2024-02-26 22:34:00,EsbjergPort,147,drone,0.858,medium,True
395,5,5,2024-02-08 23:33:00,OdenseIndustrial,160,drone,0.726,high,True
396,10,8,2024-02-12 13:08:00,BillundAirport,50,drone,0.919,critical,False
397,89,8,2024-01-27 13:23:00,EsbjergPort,149,bird,0.869,low,True
398,130,1,2024-02-09 20:24:00,OdenseIndustrial,122,bird,0.754,medium,True
399,126,2,2024-01-22 23:33:00,EsbjergPort,34,bird,0.755,low,True
400,11,8,2024-01-19 12:17:00,CopenhagenAirport,76,bird,0.753,low,True
401,56,8,2024-01-28 17:52:00,EsbjergPort,94,bird,0.717,low,True
402,83,15,2024-01-16 09:40:00,CopenhagenHarbor,53,unknown,0.515,low,True
403,137,9,2024-02-24 10:51:00,BillundAirport,122,bird,0.944,low,True
404,99,14,2024-01-02 03:02:00,AarhusPort,94,bird,0.705,low,True
405,149,8,2024-02-03 20:36:00,CopenhagenHarbor,48,bird,0.714,medium,False
406,73,3,2024-01-29 08:09:00,CopenhagenHarbor,35,bird,0.866,low,False
407,115,2,2024-01-12 14:45:00,CopenhagenHarbor,186,unknown,0.51,medium,True
408,7,10,2024-02-12 15:16:00,OdenseIndustrial,96,bird,0.795,low,True
409,80,8,2024-02-05 13:46:00,EsbjergPort,56,bird,0.801,low,True
410,144,1,2024-02-26 09:02:00,EsbjergPort,100,drone,0.873,high,False
411,97,4,2024-02-27 08:05:00,OdenseIndustrial,168,bird,0.78,low,True
412,4,14,2024-01-21 10:02:00,BillundAirport,191,bird,0.708,low,True
413,4,7,2024-01-03 23:03:00,OdenseIndustrial,143,bird,0.913,low,False
414,103,5,2024-02-02 12:28:00,OdenseIndustrial,38,bird,0.881,medium,True
415,40,6,2024-02-03 06:44:00,OdenseIndustrial,121,unknown,0.459,medium,True
416,17,2,2024-02-21 12:22:00,BillundAirport,155,drone,0.915,critical,True
417,101,4,2024-02-11 00:12:00,BillundAirport,96,bird,0.896,low,False
418,103,4,2024-01-09 02:24:00,CopenhagenAirport,60,drone,0.76,high,True
419,124,1,2024-01-25 19:37:00,CopenhagenAirport,80,bird,0.802,low,True
420,52,9,2024-01-21 09:33:00,CopenhagenAirport,45,bird,0.737,low,True
421,52,5,2024-01-26 06:37:00,CopenhagenAirport,90,bird,0.738,medium,True
422,124,11,2024-02-29 19:45:00,EsbjergPort,122,bird,0.896,low,True
423,63,12,2024-01-27 21:09:00,CopenhagenHarbor,89,bird,0.949,medium,True
424,116,2,2024-02-12 10:40:00,CopenhagenHarbor,126,drone,0.979,medium,False
425,62,8,2024-01-14 08:50:00,CopenhagenAirport,176,unknown,0.652,medium,True
426,7,6,2024-01-15 16:52:00,CopenhagenAirport,126,bird,0.753,low,False
427,92,12,2024-01-09 00:35:00,AarhusPort,122,bird,0.731,low,True
428,14,2,2024-02-24 14:17:00,CopenhagenHarbor,38,bird,0.936,low,True
429,86,8,2024-02-06 23:56:00,AarhusPort,87,bird,0.868,low,True
430,133,7,2024-02-09 22:12:00,AarhusPort,89,bird,0.879,low,True
431,130,3,2024-02-06 19:22:00,OdenseIndustrial,132,bird,0.927,low,True
432,62,2,2024-02-20 05:55:00,EsbjergPort,76,drone,0.904,critical,True
433,149,8,2024-01-18 04:42:00,BillundAirport,184,bird,0.942,low,True
434,79,8,2024-01-08 16:06:00,CopenhagenHarbor,80,bird,0.716,low,True
435,149,4,2024-01-20 23:29:00,CopenhagenAirport,111,bird,0.917,low,False
436,138,8,2024-02-07 00:22:00,CopenhagenAirport,49,bird,0.947,low,True
437,58,5,2024-01-17 01:50:00,BillundAirport,172,bird,0.783,medium,True
438,120,8,2024-02-17 09:27:00,CopenhagenHarbor,146,drone,0.886,high,True
439,133,2,2024-01-04 08:53:00,CopenhagenAirport,134,bird,0.791,low,True
440,65,12,2024-01-16 03:12:00,CopenhagenAirport,25,drone,0.978,medium,True
441,13,3,2024-02-11 01:29:00,OdenseIndustrial,37,bird,0.71,medium,True
442,82,4,2024-02-21 17:18:00,AarhusPort,29,bird,0.868,low,True
443,139,1,2024-02-16 17:38:00,CopenhagenAirport,111,bird,0.748,low,False
444,149,2,2024-01-23 05:07:00,EsbjergPort,158,drone,0.907,medium,True
445,52,7,2024-01-12 00:10:00,CopenhagenHarbor,96,bird,0.751,low,True
446,117,3,2024-01-09 09:52:00,EsbjergPort,120,drone,0.768,high,True
447,26,11,2024-01-17 16:58:00,BillundAirport,103,bird,0.843,low,True
448,34,1,2024-02-01 13:00:00,OdenseIndustrial,71,drone,0.965,high,True
449,52,4,2024-01-28 00:10:00,CopenhagenHarbor,50,bird,0.761,low,True
450,112,4,2024-02-15 20:17:00,OdenseIndustrial,164,drone,0.742,medium,False
451,82,1,2024-02-02 20:24:00,AarhusPort,129,bird,0.92,low,True
452,42,2,2024-01-23 20:41:00,CopenhagenAirport,112,unknown,0.449,low,True
453,21,5,2024-01-02 01:24:00,CopenhagenHarbor,183,bird,0.964,low,False
454,42,6,2024-01-11 10:48:00,BillundAirport,173,bird,0.743,low,True
455,141,5,2024-01-25 09:11:00,AarhusPort,72,bird,0.887,low,True
456,113,7,2024-01-27 07:44:00,AarhusPort,164,drone,0.768,high,True
457,105,7,2024-02-08 03:12:00,OdenseIndustrial,105,bird,0.745,low,True
458,17,1,2024-01-24 14:48:00,AarhusPort,172,drone,0.898,high,True
459,120,6,2024-01-01 01:00:00,CopenhagenHarbor,21,bird,0.872,low,True
460,137,15,2024-02-21 20:26:00,OdenseIndustrial,105,bird,0.919,low,True
461,129,7,2024-02-28 00:39:00,AarhusPort,152,bird,0.79,low,True
462,130,8,2024-02-08 10:17:00,BillundAirport,23,unknown,0.577,low,False
463,60,4,2024-01-10 06:30:00,EsbjergPort,183,drone,0.818,high,True
464,48,9,2024-01-17 21:54:00,CopenhagenHarbor,25,unknown,0.448,low,True
465,29,9,2024-02-01 09:06:00,BillundAirport,168,bird,0.785,low,True
466,97,7,2024-01-20 13:05:00,BillundAirport,137,drone,0.785,high,True
467,10,15,2024-01-24 15:00:00,OdenseIndustrial,108,drone,0.803,high,True
468,58,2,2024-02-29 19:23:00,CopenhagenAirport,173,bird,0.864,medium,True
469,21,1,2024-02-22 05:06:00,OdenseIndustrial,186,drone,0.773,medium,True
470,28,9,2024-02-29 08:29:00,CopenhagenHarbor,180,unknown,0.545,low,True
471,34,10,2024-01-15 07:01:00,CopenhagenHarbor,33,drone,0.777,medium,True
472,8,2,2024-01-17 00:11:00,OdenseIndustrial,75,drone,0.96,high,True
473,79,3,2024-02-05 17:54:00,CopenhagenAirport,100,bird,0.73,low,True
474,145,1,2024-02-18 08:26:00,OdenseIndustrial,168,bird,0.89,low,True
475,87,3,2024-01-05 20:00:00,CopenhagenHarbor,65,unknown,0.627,low,True
476,88,9,2024-01-25 20:12:00,CopenhagenAirport,163,bird,0.749,low,True
477,69,7,2024-01-15 22:40:00,CopenhagenHarbor,35,drone,0.981,high,True
478,87,4,2024-02-04 08:41:00,CopenhagenAirport,139,drone,0.831,medium,True
479,101,4,2024-01-26 06:48:00,CopenhagenAirport,103,drone,0.974,high,False
480,8,1,2024-02-09 16:14:00,OdenseIndustrial,176,unknown,0.58,low,False
481,77,3,2024-01-15 05:31:00,OdenseIndustrial,27,bird,0.787,low,False
482,87,8,2024-01-01 22:21:00,OdenseIndustrial,107,bird,0.755,low,True
483,43,15,2024-01-31 23:43:00,CopenhagenAirport,150,bird,0.788,medium,True
484,129,11,2024-01-01 05:38:00,CopenhagenAirport,38,bird,0.727,medium,True
485,109,1,2024-02-19 14:31:00,CopenhagenHarbor,116,bird,0.742,low,False
486,17,12,2024-01-09 12:14:00,BillundAirport,85,bird,0.73,medium,True
487,133,10,2024-02-06 00:20:00,OdenseIndustrial,98,drone,0.823,medium,True
488,148,10,2024-01-08 21:04:00,EsbjergPort,105,unknown,0.471,low,True
489,21,6,2024-01-02 05:10:00,CopenhagenHarbor,143,bird,0.741,medium,True
490,58,5,2024-02-08 00:36:00,CopenhagenHarbor,169,bird,0.738,medium,True
491,110,4,2024-02-17 04:37:00,AarhusPort,65,unknown,0.4,low,True
492,139,1,2024-02-10 07:33:00,OdenseIndustrial,132,bird,0.757,medium,True
493,143,2,2024-02-19 04:55:00,CopenhagenHarbor,110,bird,0.728,medium,True
494,135,2,2024-01-12 00:56:00,AarhusPort,160,bird,0.748,medium,True
495,28,6,2024-02-08 17:21:00,EsbjergPort,52,bird,0.968,medium,True
496,51,9,2024-02-13 10:32:00,EsbjergPort,152,bird,0.938,medium,False
497,5,6,2024-02-23 18:54:00,OdenseIndustrial,96,unknown,0.424,low,True
498,5,1,2024-01-20 09:35:00,CopenhagenAirport,174,bird,0.89,medium,True
499,94,14,2024-01-27 03:21:00,AarhusPort,140,bird,0.856,low,True
500,96,14,2024-01-21 15:11:00,CopenhagenAirport,147,bird,0.896,medium,True
501,8,10,2024-02-18 20:22:00,EsbjergPort,97,bird,0.898,low,True
502,64,15,2024-01-09 11:02:00,EsbjergPort,171,drone,0.882,high,True
503,138,7,2024-02-09 01:56:00,BillundAirport,86,drone,0.777,high,True
504,38,15,2024-01-14 13:41:00,BillundAirport,134,drone,0.711,medium,True
505,111,1,2024-02-27 03:50:00,BillundAirport,82,bird,0.832,low,True
506,112,4,2024-02-01 02:53:00,BillundAirport,132,unknown,0.652,high,True
507,81,2,2024-01-26 19:58:00,CopenhagenHarbor,113,drone,0.865,high,True
508,136,2,2024-01-07 03:00:00,BillundAirport,67,drone,0.941,critical,True
509,104,2,2024-01-17 17:10:00,CopenhagenHarbor,31,bird,0.988,medium,True
510,73,8,2024-02-18 10:48:00,CopenhagenHarbor,175,bird,0.747,medium,True
511,49,10,2024-01-08 17:22:00,OdenseIndustrial,191,bird,0.901,low,True
512,36,7,2024-02-25 22:39:00,CopenhagenHarbor,190,drone,0.896,medium,True
513,126,2,2024-02-21 01:43:00,CopenhagenHarbor,164,bird,0.984,medium,True
514,68,10,2024-02-27 22:41:00,BillundAirport,59,bird,0.986,low,True
515,78,8,2024-01-30 00:26:00,CopenhagenHarbor,196,drone,0.899,high,True
516,105,5,2024-01-05 16:17:00,CopenhagenAirport,104,drone,0.771,high,True
517,122,8,2024-01-26 01:02:00,BillundAirport,76,unknown,0.555,high,True
518,119,3,2024-02-07 15:57:00,AarhusPort,106,bird,0.731,low,False
519,114,4,2024-02-05 19:31:00,BillundAirport,103,drone,0.926,critical,True
520,10,13,2024-01-18 17:10:00,CopenhagenHarbor,140,bird,0.964,low,True
521,149,3,2024-01-14 11:46:00,CopenhagenAirport,93,bird,0.811,low,True
522,140,6,2024-01-26 21:05:00,BillundAirport,126,bird,0.883,low,True
523,91,12,2024-01-13 09:30:00,CopenhagenAirport,143,bird,0.825,low,True
524,2,8,2024-02-15 22:30:00,AarhusPort,119,bird,0.827,low,True
525,118,1,2024-02-22 00:30:00,EsbjergPort,62,drone,0.79,high,True
526,13,2,2024-02-06 08:55:00,AarhusPort,138,bird,0.921,low,True
527,95,1,2024-01-25 14:35:00,EsbjergPort,42,drone,0.971,medium,True
528,144,8,2024-02-09 16:12:00,OdenseIndustrial,174,bird,0.973,low,True
529,32,5,2024-02-24 19:45:00,EsbjergPort,56,bird,0.751,low,True
530,32,2,2024-02-26 23:30:00,OdenseIndustrial,153,bird,0.954,medium,True
531,124,14,2024-01-03 01:43:00,BillundAirport,84,bird,0.914,low,True
532,11,7,2024-01-15 08:22:00,OdenseIndustrial,153,bird,0.773,medium,True
533,10,2,2024-01-17 07:50:00,CopenhagenAirport,197,bird,0.72,low,True
534,15,7,2024-02-24 07:07:00,OdenseIndustrial,41,bird,0.778,medium,False
535,17,8,2024-01-29 11:18:00,CopenhagenAirport,124,bird,0.965,medium,True
536,146,1,2024-02-09 11:26:00,EsbjergPort,107,bird,0.884,medium,True
537,59,3,2024-01-05 14:40:00,EsbjergPort,172,unknown,0.541,high,True
538,78,10,2024-01-31 22:27:00,EsbjergPort,144,bird,0.775,medium,True
539,124,6,2024-02-07 22:20:00,OdenseIndustrial,98,drone,0.909,high,True
540,114,7,2024-01-11 15:17:00,EsbjergPort,109,drone,0.708,medium,True
541,22,5,2024-01-06 06:04:00,OdenseIndustrial,70,unknown,0.69,low,True
542,32,1,2024-01-19 23:45:00,OdenseIndustrial,195,drone,0.882,medium,False
543,113,2,2024-02-25 01:13:00,CopenhagenHarbor,121,bird,0.742,low,True
544,120,5,2024-02-21 23:39:00,CopenhagenHarbor,125,drone,0.939,high,True
545,149,2,2024-02-26 02:05:00,OdenseIndustrial,79,drone,0.768,high,False
546,122,1,2024-02-21 09:58:00,CopenhagenAirport,65,bird,0.889,low,True
547,32,11,2024-02-06 09:13:00,BillundAirport,55,bird,0.818,low,True
548,119,15,2024-02-15 21:21:00,AarhusPort,185,bird,0.873,medium,True
549,39,10,2024-01-21 10:30:00,CopenhagenHarbor,30,drone,0.731,medium,True
550,12,12,2024-02-22 10:52:00,OdenseIndustrial,31,drone,0.705,high,True
551,18,2,2024-01-20 07:08:00,AarhusPort,189,bird,0.964,low,True
552,149,15,2024-02-03 17:03:00,CopenhagenHarbor,58,bird,0.778,low,True
553,141,2,2024-01-10 15:59:00,BillundAirport,158,bird,0.938,low,True
554,149,14,2024-02-18 03:46:00,CopenhagenAirport,55,bird,0.99,medium,True
555,126,15,2024-01-28 18:14:00,OdenseIndustrial,71,unknown,0.516,medium,True
556,136,8,2024-01-12 08:51:00,BillundAirport,50,bird,0.777,low,True
557,46,15,2024-02-01 07:24:00,CopenhagenHarbor,52,bird,0.892,low,False
558,104,7,2024-01-21 13:49:00,OdenseIndustrial,160,bird,0.98,low,True
559,135,3,2024-02-05 13:04:00,AarhusPort,165,drone,0.966,high,False
560,86,5,2024-02-12 23:56:00,EsbjergPort,188,bird,0.846,low,True
561,150,7,2024-02-21 08:52:00,CopenhagenAirport,77,drone,0.931,critical,True
562,89,1,2024-02-13 04:27:00,CopenhagenHarbor,171,bird,0.739,low,True
563,22,8,2024-01-10 00:24:00,CopenhagenAirport,147,bird,0.983,medium,True
564,92,15,2024-01-23 22:39:00,OdenseIndustrial,50,bird,0.98,medium,False
565,29,2,2024-02-29 07:51:00,EsbjergPort,74,bird,0.747,low,True
566,13,10,2024-02-28 02:51:00,BillundAirport,29,bird,0.787,medium,True
567,2,13,2024-02-10 16:46:00,CopenhagenAirport,149,unknown,0.425,medium,True
568,29,14,2024-01-08 08:56:00,AarhusPort,34,drone,0.779,high,True
569,27,15,2024-02-04 18:32:00,CopenhagenHarbor,22,unknown,0.467,high,True
570,50,7,2024-01-18 01:34:00,AarhusPort,62,bird,0.81,medium,True
571,95,15,2024-01-03 09:10:00,CopenhagenAirport,178,unknown,0.591,medium,True
572,88,9,2024-01-09 19:16:00,EsbjergPort,86,bird,0.799,low,True
573,44,2,2024-01-08 12:16:00,BillundAirport,75,bird,0.985,medium,True
574,22,6,2024-01-23 17:33:00,BillundAirport,82,bird,0.883,low,True
575,97,8,2024-02-29 12:00:00,AarhusPort,34,bird,0.821,low,True
576,3,2,2024-01-02 10:10:00,OdenseIndustrial,128,drone,0.748,high,True
577,118,8,2024-01-24 13:33:00,OdenseIndustrial,135,bird,0.986,medium,True
578,19,8,2024-01-18 07:51:00,EsbjergPort,111,bird,0.938,low,True
579,23,2,2024-01-23 12:13:00,BillundAirport,157,drone,0.782,high,True
580,30,7,2024-01-25 04:01:00,AarhusPort,185,bird,0.72,low,True
581,39,9,2024-02-08 14:59:00,AarhusPort,66,bird,0.716,low,True
582,108,6,2024-01-23 20:33:00,AarhusPort,76,bird,0.735,low,True
583,111,1,2024-01-29 04:40:00,CopenhagenAirport,69,drone,0.868,high,True
584,25,1,2024-02-10 02:55:00,EsbjergPort,90,drone,0.969,medium,True
585,128,4,2024-01-25 14:00:00,OdenseIndustrial,162,bird,0.844,medium,True
586,111,13,2024-01-04 02:54:00,OdenseIndustrial,165,bird,0.944,medium,True
587,136,2,2024-02-26 00:48:00,CopenhagenAirport,101,bird,0.829,low,True
588,106,8,2024-02-21 20:51:00,CopenhagenHarbor,135,drone,0.905,high,True
589,144,2,2024-01-30 20:41:00,CopenhagenAirport,124,bird,0.912,low,True
590,72,4,2024-02-16 18:44:00,EsbjergPort,107,bird,0.75,low,True
591,129,11,2024-02-01 06:28:00,AarhusPort,21,bird,0.805,medium,True
592,108,8,2024-01-27 02:13:00,CopenhagenAirport,123,bird,0.885,low,True
593,5,1,2024-01-01 13:26:00,AarhusPort,103,bird,0.721,low,True
594,3,5,2024-02-09 07:58:00,EsbjergPort,62,drone,0.805,high,True
595,132,1,2024-01-21 15:57:00,EsbjergPort,173,bird,0.855,low,True
596,104,6,2024-01-25 01:16:00,BillundAirport,90,bird,0.989,medium,True
597,64,8,2024-02-25 14:57:00,AarhusPort,185,drone,0.838,high,True
598,106,2,2024-02-03 12:40:00,OdenseIndustrial,113,drone,0.937,critical,True
599,98,3,2024-01-17 20:22:00,CopenhagenAirport,61,bird,0.825,low,True
600,10,5,2024-02-25 20:35:00,EsbjergPort,152,bird,0.931,low,True
601,149,13,2024-02-13 04:51:00,AarhusPort,158,bird,0.873,low,True
602,128,15,2024-02-08 02:02:00,CopenhagenHarbor,84,unknown,0.532,medium,True
603,46,1,2024-02-09 13:39:00,BillundAirport,53,bird,0.819,medium,True
604,66,9,2024-02-26 13:50:00,CopenhagenHarbor,139,unknown,0.414,low,True
605,112,4,2024-01-27 12:37:00,EsbjergPort,20,drone,0.883,high,True
606,13,5,2024-01-30 01:24:00,CopenhagenHarbor,149,bird,0.821,low,True
607,137,9,2024-02-14 23:14:00,CopenhagenHarbor,167,bird,0.742,low,True
608,86,13,2024-01-24 17:17:00,BillundAirport,80,bird,0.727,low,True
609,90,14,2024-02-23 13:29:00,BillundAirport,168,bird,0.705,low,False
610,58,7,2024-01-28 19:22:00,BillundAirport,107,bird,0.953,medium,True
611,54,4,2024-02-12 19:45:00,BillundAirport,87,drone,0.769,medium,True
612,12,10,2024-02-27 12:56:00,CopenhagenHarbor,146,unknown,0.732,medium,True
613,14,3,2024-01-20 00:16:00,OdenseIndustrial,159,bird,0.913,low,True
614,121,7,2024-02-08 13:54:00,OdenseIndustrial,41,drone,0.793,high,False
615,121,4,2024-01-10 20:39:00,BillundAirport,167,bird,0.847,low,True
616,20,8,2024-02-26 12:52:00,CopenhagenAirport,101,bird,0.747,medium,True
617,75,2,2024-02-05 09:08:00,AarhusPort,148,bird,0.978,low,True
618,144,2,2024-02-21 05:41:00,EsbjergPort,49,drone,0.947,critical,True
619,70,13,2024-02-20 12:30:00,CopenhagenAirport,145,unknown,0.52,low,True
620,56,2,2024-02-16 00:22:00,EsbjergPort,116,drone,0.818,high,True
621,101,7,2024-02-02 08:40:00,CopenhagenAirport,43,bird,0.921,low,True
622,132,2,2024-02-23 09:38:00,CopenhagenAirport,33,bird,0.742,low,True
623,111,1,2024-02-13 09:23:00,OdenseIndustrial,55,bird,0.702,medium,True
624,125,1,2024-01-13 16:57:00,AarhusPort,43,bird,0.706,low,False
625,132,2,2024-01-22 03:28:00,CopenhagenAirport,114,drone,0.87,high,True
626,20,12,2024-01-19 04:12:00,BillundAirport,74,drone,0.832,high,True
627,138,3,2024-01-30 18:34:00,EsbjergPort,43,drone,0.85,high,True
628,24,14,2024-01-06 07:37:00,OdenseIndustrial,171,bird,0.702,low,True
629,37,7,2024-02-28 14:26:00,EsbjergPort,45,bird,0.823,low,True
630,54,5,2024-01-18 15:45:00,BillundAirport,99,bird,0.908,low,True
631,103,7,2024-01-19 12:45:00,BillundAirport,185,bird,0.828,medium,True
632,149,7,2024-01-18 01:38:00,CopenhagenAirport,84,bird,0.912,low,False
633,38,9,2024-01-21 00:31:00,BillundAirport,94,drone,0.768,high,True
634,4,3,2024-01-06 11:46:00,AarhusPort,198,drone,0.936,medium,True
635,57,4,2024-02-12 15:33:00,BillundAirport,182,bird,0.871,medium,False
636,20,12,2024-02-07 12:28:00,CopenhagenAirport,62,bird,0.761,medium,False
637,17,14,2024-01-06 01:27:00,EsbjergPort,48,bird,0.769,medium,True
638,119,12,2024-01-24 09:00:00,BillundAirport,184,bird,0.882,medium,True
639,71,5,2024-02-22 14:38:00,OdenseIndustrial,100,drone,0.941,critical,True
640,4,10,2024-02-12 00:24:00,OdenseIndustrial,73,bird,0.821,low,False
641,14,6,2024-02-11 11:20:00,OdenseIndustrial,58,bird,0.775,medium,True
642,3,6,2024-01-25 02:21:00,EsbjergPort,61,bird,0.951,low,True
643,80,2,2024-02-27 20:20:00,CopenhagenHarbor,175,drone,0.894,medium,True
644,55,7,2024-01-13 06:34:00,OdenseIndustrial,48,bird,0.83,medium,True
645,132,2,2024-02-28 00:40:00,OdenseIndustrial,190,bird,0.841,low,True
646,120,4,2024-01-17 13:54:00,CopenhagenHarbor,150,bird,0.759,medium,True
647,24,12,2024-01-31 07:22:00,EsbjergPort,157,drone,0.882,high,False
648,82,2,2024-02-15 06:00:00,OdenseIndustrial,161,unknown,0.68,high,True
649,147,1,2024-01-13 05:22:00,CopenhagenAirport,194,bird,0.989,medium,True
650,60,1,2024-01-19 00:11:00,EsbjergPort,61,drone,0.839,high,True
651,147,14,2024-01-21 06:32:00,OdenseIndustrial,113,unknown,0.709,high,True
652,49,7,2024-02-02 07:42:00,OdenseIndustrial,179,unknown,0.52,medium,True
653,63,5,2024-01-30 12:40:00,CopenhagenHarbor,51,drone,0.966,critical,True
654,110,10,2024-02-14 23:32:00,CopenhagenAirport,189,drone,0.932,high,True
655,150,11,2024-02-10 19:22:00,EsbjergPort,179,bird,0.831,low,True
656,109,4,2024-02-04 19:06:00,BillundAirport,45,drone,0.908,critical,True
657,76,8,2024-02-26 08:01:00,AarhusPort,134,bird,0.87,low,True
658,30,9,2024-01-18 17:59:00,CopenhagenAirport,148,drone,0.843,medium,True
659,58,8,2024-01-24 10:22:00,BillundAirport,75,bird,0.756,medium,True
660,117,2,2024-02-18 09:09:00,CopenhagenAirport,141,drone,0.835,high,True
661,100,12,2024-02-25 16:39:00,BillundAirport,125,drone,0.771,medium,True
662,19,7,2024-01-16 02:34:00,BillundAirport,149,bird,0.965,low,True
663,94,3,2024-01-03 18:12:00,CopenhagenAirport,100,drone,0.797,medium,True
664,113,5,2024-02-19 04:31:00,CopenhagenHarbor,177,bird,0.976,medium,False
665,146,1,2024-01-30 01:53:00,CopenhagenAirport,139,drone,0.855,high,True
666,63,2,2024-01-07 21:03:00,CopenhagenAirport,71,bird,0.883,low,True
667,116,9,2024-01-03 02:20:00,BillundAirport,110,bird,0.857,low,True
668,113,1,2024-01-29 23:55:00,AarhusPort,156,unknown,0.443,low,True
669,47,5,2024-02-29 16:36:00,BillundAirport,41,bird,0.809,low,True
670,57,7,2024-02-01 16:48:00,OdenseIndustrial,53,drone,0.729,medium,False
671,118,1,2024-01-07 14:36:00,CopenhagenAirport,129,bird,0.881,low,True
672,45,15,2024-01-02 15:56:00,EsbjergPort,68,bird,0.83,low,True
