transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,currency,total_amount,billing_type
446,75,1,2024-09-01,1,299.0,EUR,299.0,subscription
447,62,2,2023-12-12,1,599.0,EUR,599.0,subscription
448,32,2,2024-05-05,1,599.0,EUR,599.0,subscription
449,28,14,2024-11-29,35129,0.003,EUR,105.39,usage
450,74,6,2023-07-14,1,129.0,EUR,129.0,subscription
451,81,7,2023-11-09,1,399.0,EUR,399.0,subscription
452,22,11,2024-09-11,3,2000.0,EUR,6000.0,project
453,96,1,2024-03-19,1,299.0,EUR,299.0,subscription
454,122,3,2024-02-10,17,1999.0,EUR,33983.0,annual
455,123,2,2024-03-14,1,599.0,EUR,599.0,subscription
456,52,8,2024-02-19,1,499.0,EUR,499.0,subscription
457,78,9,2024-05-31,16,2499.0,EUR,39984.0,annual
458,70,13,2024-08-12,31011,0.004,EUR,124.04,usage
459,137,2,2023-07-24,1,599.0,EUR,599.0,subscription
460,21,2,2024-03-27,1,599.0,EUR,599.0,subscription
461,64,10,2023-10-03,17,99.0,EUR,1683.0,subscription
462,76,15,2023-11-19,1,5000.0,EUR,5000.0,project
463,61,9,2023-09-19,9,2499.0,EUR,22491.0,annual
464,95,14,2024-03-30,22387,0.003,EUR,67.16,usage
465,40,4,2024-04-01,19,79.0,EUR,1501.0,subscription
466,4,5,2024-10-07,4,149.0,EUR,596.0,subscription
467,31,13,2024-01-24,33628,0.004,EUR,134.51,usage
468,69,11,2024-04-21,1,2000.0,EUR,2000.0,project
469,70,9,2023-08-08,11,2499.0,EUR,27489.0,annual
470,5,6,2024-04-13,4,129.0,EUR,516.0,subscription
471,115,10,2023-11-01,14,99.0,EUR,1386.0,subscription
472,91,12,2024-04-08,28949,0.005,EUR,144.75,usage
473,8,9,2023-12-27,6,2499.0,EUR,14994.0,annual
474,9,9,2023-10-05,17,2499.0,EUR,42483.0,annual
475,15,7,2024-01-07,1,399.0,EUR,399.0,subscription
476,105,14,2023-09-12,9001,0.003,EUR,27.0,usage
477,7,12,2024-09-19,16303,0.005,EUR,81.52,usage
478,72,10,2024-11-08,4,99.0,EUR,396.0,subscription
479,115,9,2024-10-26,10,2499.0,EUR,24990.0,annual
480,15,5,2023-10-24,7,149.0,EUR,1043.0,subscription
481,83,5,2024-12-16,4,149.0,EUR,596.0,subscription
482,39,12,2023-10-06,13303,0.005,EUR,66.52,usage
483,134,8,2024-05-23,1,499.0,EUR,499.0,subscription
484,57,10,2024-08-10,14,99.0,EUR,1386.0,subscription
485,92,4,2024-05-08,16,79.0,EUR,1264.0,subscription
486,81,9,2023-11-25,9,2499.0,EUR,22491.0,annual
487,147,7,2024-06-06,1,399.0,EUR,399.0,subscription
488,127,7,2024-11-06,1,399.0,EUR,399.0,subscription
489,75,13,2023-07-23,40427,0.004,EUR,161.71,usage
490,79,15,2023-10-13,5,5000.0,EUR,25000.0,project
491,10,3,2024-02-07,6,1999.0,EUR,11994.0,annual
492,107,4,2023-07-15,1,79.0,EUR,79.0,subscription
493,87,7,2023-09-16,1,399.0,EUR,399.0,subscription
494,67,11,2024-05-17,1,2000.0,EUR,2000.0,project
495,62,11,2024-02-26,3,2000.0,EUR,6000.0,project
496,131,14,2023-07-18,26534,0.003,EUR,79.6,usage
497,146,5,2024-09-26,3,149.0,EUR,447.0,subscription
498,107,12,2024-09-15,17448,0.005,EUR,87.24,usage
499,148,3,2024-04-02,1,1999.0,EUR,1999.0,annual
500,93,1,2024-08-27,1,299.0,EUR,299.0,subscription
501,86,7,2024-10-18,1,399.0,EUR,399.0,subscription
502,121,6,2023-07-27,7,129.0,EUR,903.0,subscription
503,79,10,2024-11-25,13,99.0,EUR,1287.0,subscription
504,10,15,2024-10-06,1,5000.0,EUR,5000.0,project
505,149,7,2024-06-27,1,399.0,EUR,399.0,subscription
506,29,15,2024-07-17,4,5000.0,EUR,20000.0,project
507,96,14,2024-12-06,2238,0.003,EUR,6.71,usage
508,10,2,2024-07-16,1,599.0,EUR,599.0,subscription
509,13,13,2023-12-31,16064,0.004,EUR,64.26,usage
510,47,12,2024-01-10,32115,0.005,EUR,160.58,usage
511,50,4,2024-10-04,17,79.0,EUR,1343.0,subscription
512,132,2,2023-08-25,1,599.0,EUR,599.0,subscription
513,116,8,2024-02-15,1,499.0,EUR,499.0,subscription
514,113,7,2024-10-31,1,399.0,EUR,399.0,subscription
515,85,1,2023-07-28,1,299.0,EUR,299.0,subscription
516,53,2,2023-12-31,1,599.0,EUR,599.0,subscription
517,130,2,2024-08-28,1,599.0,EUR,599.0,subscription
518,68,4,2024-07-09,15,79.0,EUR,1185.0,subscription
519,79,3,2023-08-10,10,1999.0,EUR,19990.0,annual
520,57,1,2024-10-26,1,299.0,EUR,299.0,subscription
521,97,12,2024-03-16,45258,0.005,EUR,226.29,usage
522,135,14,2024-09-13,5470,0.003,EUR,16.41,usage
523,147,2,2023-09-22,1,599.0,EUR,599.0,subscription
524,63,11,2023-08-15,4,2000.0,EUR,8000.0,project
525,65,9,2024-09-12,12,2499.0,EUR,29988.0,annual
526,39,13,2024-11-30,47656,0.004,EUR,190.62,usage
527,109,1,2024-09-10,1,299.0,EUR,299.0,subscription
528,26,9,2023-11-13,1,2499.0,EUR,2499.0,annual
529,12,7,2023-12-30,1,399.0,EUR,399.0,subscription
530,150,2,2023-12-19,1,599.0,EUR,599.0,subscription
531,77,2,2024-12-20,1,599.0,EUR,599.0,subscription
532,142,5,2023-10-28,10,149.0,EUR,1490.0,subscription
533,86,13,2024-04-06,46969,0.004,EUR,187.88,usage
534,30,5,2024-05-03,15,149.0,EUR,2235.0,subscription
535,52,4,2024-04-02,2,79.0,EUR,158.0,subscription
536,63,12,2024-12-11,12719,0.005,EUR,63.59,usage
537,120,10,2024-04-20,9,99.0,EUR,891.0,subscription
538,105,10,2023-08-22,11,99.0,EUR,1089.0,subscription
539,39,13,2024-09-04,15071,0.004,EUR,60.28,usage
540,41,12,2023-08-21,20981,0.005,EUR,104.91,usage
541,121,3,2023-09-10,1,1999.0,EUR,1999.0,annual
542,108,4,2023-07-28,7,79.0,EUR,553.0,subscription
543,65,10,2024-10-11,9,99.0,EUR,891.0,subscription
544,118,4,2024-12-28,11,79.0,EUR,869.0,subscription
545,79,2,2024-08-04,1,599.0,EUR,599.0,subscription
546,8,5,2024-01-17,16,149.0,EUR,2384.0,subscription
547,97,15,2024-10-08,3,5000.0,EUR,15000.0,project
548,18,5,2024-07-13,2,149.0,EUR,298.0,subscription
549,96,5,2023-12-24,15,149.0,EUR,2235.0,subscription
550,33,11,2023-08-21,3,2000.0,EUR,6000.0,project
551,5,15,2023-09-17,4,5000.0,EUR,20000.0,project
552,127,11,2024-07-19,4,2000.0,EUR,8000.0,project
553,74,10,2023-07-08,7,99.0,EUR,693.0,subscription
554,126,1,2024-01-30,1,299.0,EUR,299.0,subscription
555,5,6,2023-07-25,12,129.0,EUR,1548.0,subscription
556,34,11,2024-09-22,4,2000.0,EUR,8000.0,project
557,24,2,2024-09-29,1,599.0,EUR,599.0,subscription
558,145,7,2024-10-03,1,399.0,EUR,399.0,subscription
559,95,4,2024-01-14,10,79.0,EUR,790.0,subscription
560,71,15,2023-10-02,1,5000.0,EUR,5000.0,project
561,92,5,2024-09-09,14,149.0,EUR,2086.0,subscription
562,125,5,2024-12-08,3,149.0,EUR,447.0,subscription
563,22,5,2024-07-12,17,149.0,EUR,2533.0,subscription
564,15,2,2023-10-12,1,599.0,EUR,599.0,subscription
565,101,5,2023-08-08,11,149.0,EUR,1639.0,subscription
566,15,3,2024-09-30,10,1999.0,EUR,19990.0,annual
567,53,4,2024-06-28,10,79.0,EUR,790.0,subscription
568,149,13,2023-11-12,13777,0.004,EUR,55.11,usage
569,102,2,2024-07-08,1,599.0,EUR,599.0,subscription
570,113,4,2024-02-17,3,79.0,EUR,237.0,subscription
571,32,13,2023-08-08,21343,0.004,EUR,85.37,usage
572,21,9,2023-08-16,15,2499.0,EUR,37485.0,annual
573,83,8,2023-08-05,1,499.0,EUR,499.0,subscription
574,14,13,2023-10-03,42232,0.004,EUR,168.93,usage
575,15,14,2024-06-25,38649,0.003,EUR,115.95,usage
576,148,15,2024-12-06,3,5000.0,EUR,15000.0,project
577,34,11,2023-11-23,3,2000.0,EUR,6000.0,project
578,83,12,2024-07-02,16691,0.005,EUR,83.45,usage
579,9,3,2023-09-03,5,1999.0,EUR,9995.0,annual
580,77,1,2024-02-13,1,299.0,EUR,299.0,subscription
581,141,1,2024-12-01,1,299.0,EUR,299.0,subscription
582,9,6,2023-12-28,16,129.0,EUR,2064.0,subscription
583,36,3,2024-11-12,15,1999.0,EUR,29985.0,annual
584,117,4,2023-12-02,15,79.0,EUR,1185.0,subscription
585,3,1,2024-12-16,1,299.0,EUR,299.0,subscription
586,19,8,2024-09-07,1,499.0,EUR,499.0,subscription
587,23,1,2023-10-07,1,299.0,EUR,299.0,subscription
588,104,5,2024-07-06,6,149.0,EUR,894.0,subscription
589,135,6,2024-06-26,12,129.0,EUR,1548.0,subscription
590,105,15,2023-10-20,2,5000.0,EUR,10000.0,project
591,142,2,2024-09-25,1,599.0,EUR,599.0,subscription
592,46,7,2023-12-16,1,399.0,EUR,399.0,subscription
593,143,7,2023-11-16,1,399.0,EUR,399.0,subscription
594,15,1,2024-02-16,1,299.0,EUR,299.0,subscription
595,51,4,2024-02-24,9,79.0,EUR,711.0,subscription
596,110,12,2024-03-09,15175,0.005,EUR,75.88,usage
597,8,13,2024-09-08,11051,0.004,EUR,44.2,usage
598,69,4,2024-08-25,5,79.0,EUR,395.0,subscription
599,63,5,2024-04-28,8,149.0,EUR,1192.0,subscription
600,68,1,2023-09-10,1,299.0,EUR,299.0,subscription
601,144,1,2024-03-19,1,299.0,EUR,299.0,subscription
602,6,7,2024-02-07,1,399.0,EUR,399.0,subscription
603,119,9,2023-09-15,10,2499.0,EUR,24990.0,annual
604,57,1,2023-08-31,1,299.0,EUR,299.0,subscription
605,31,2,2024-10-13,1,599.0,EUR,599.0,subscription
606,6,6,2023-12-04,7,129.0,EUR,903.0,subscription
607,67,15,2023-11-02,5,5000.0,EUR,25000.0,project
608,131,15,2023-12-08,5,5000.0,EUR,25000.0,project
609,74,6,2024-12-22,3,129.0,EUR,387.0,subscription
610,114,2,2024-12-16,1,599.0,EUR,599.0,subscription
611,97,9,2023-10-14,10,2499.0,EUR,24990.0,annual
612,80,4,2023-11-08,5,79.0,EUR,395.0,subscription
613,123,13,2024-06-21,31614,0.004,EUR,126.46,usage
614,138,7,2023-07-02,1,399.0,EUR,399.0,subscription
615,33,6,2024-02-18,15,129.0,EUR,1935.0,subscription
616,140,11,2024-07-03,2,2000.0,EUR,4000.0,project
617,44,13,2024-03-07,6656,0.004,EUR,26.62,usage
618,13,11,2023-10-16,5,2000.0,EUR,10000.0,project
619,57,3,2024-04-01,2,1999.0,EUR,3998.0,annual
620,96,8,2023-12-27,1,499.0,EUR,499.0,subscription
621,144,7,2024-04-18,1,399.0,EUR,399.0,subscription
622,109,9,2023-12-22,8,2499.0,EUR,19992.0,annual
623,120,3,2023-10-31,8,1999.0,EUR,15992.0,annual
624,100,1,2024-02-12,1,299.0,EUR,299.0,subscription
625,149,2,2024-09-16,1,599.0,EUR,599.0,subscription
626,111,12,2024-08-31,20523,0.005,EUR,102.62,usage
627,51,11,2023-09-21,3,2000.0,EUR,6000.0,project
628,21,15,2023-09-03,2,5000.0,EUR,10000.0,project
629,60,12,2024-04-06,17308,0.005,EUR,86.54,usage
630,21,1,2024-07-25,1,299.0,EUR,299.0,subscription
631,107,11,2024-08-31,5,2000.0,EUR,10000.0,project
632,126,5,2023-10-15,1,149.0,EUR,149.0,subscription
633,134,15,2024-03-18,4,5000.0,EUR,20000.0,project
634,73,10,2023-12-06,15,99.0,EUR,1485.0,subscription
635,76,14,2024-03-21,49465,0.003,EUR,148.4,usage
636,78,2,2024-10-10,1,599.0,EUR,599.0,subscription
637,134,3,2024-01-18,12,1999.0,EUR,23988.0,annual
638,65,8,2023-12-02,1,499.0,EUR,499.0,subscription
639,86,15,2023-07-13,1,5000.0,EUR,5000.0,project
640,34,10,2024-04-22,7,99.0,EUR,693.0,subscription
641,56,14,2024-11-09,49242,0.003,EUR,147.73,usage
642,75,5,2024-03-01,1,149.0,EUR,149.0,subscription
643,3,4,2024-04-25,7,79.0,EUR,553.0,subscription
644,6,5,2024-06-26,2,149.0,EUR,298.0,subscription
645,6,10,2024-06-18,7,99.0,EUR,693.0,subscription
646,148,6,2024-12-02,19,129.0,EUR,2451.0,subscription
647,149,12,2024-07-20,31750,0.005,EUR,158.75,usage
648,2,7,2024-05-07,1,399.0,EUR,399.0,subscription
649,90,14,2024-08-17,11872,0.003,EUR,35.62,usage
650,56,13,2024-04-03,29695,0.004,EUR,118.78,usage
651,96,9,2024-06-20,5,2499.0,EUR,12495.0,annual
652,10,1,2024-12-06,1,299.0,EUR,299.0,subscription
653,87,4,2023-07-16,19,79.0,EUR,1501.0,subscription
654,70,12,2023-08-14,35752,0.005,EUR,178.76,usage
655,113,12,2024-05-16,29832,0.005,EUR,149.16,usage
656,30,9,2024-05-21,18,2499.0,EUR,44982.0,annual
657,128,5,2023-11-25,1,149.0,EUR,149.0,subscription
658,78,8,2024-06-19,1,499.0,EUR,499.0,subscription
659,55,12,2024-02-21,19079,0.005,EUR,95.39,usage
660,49,1,2023-10-13,1,299.0,EUR,299.0,subscription
661,34,4,2024-10-16,5,79.0,EUR,395.0,subscription
662,105,12,2024-07-30,48272,0.005,EUR,241.36,usage
663,22,14,2024-09-18,45555,0.003,EUR,136.66,usage
664,31,12,2024-02-05,34736,0.005,EUR,173.68,usage
665,135,9,2024-09-14,18,2499.0,EUR,44982.0,annual
666,105,13,2023-07-28,29022,0.004,EUR,116.09,usage
667,149,1,2024-10-17,1,299.0,EUR,299.0,subscription
668,16,1,2024-04-30,1,299.0,EUR,299.0,subscription
669,20,4,2024-08-08,11,79.0,EUR,869.0,subscription
670,43,14,2024-11-24,27720,0.003,EUR,83.16,usage
671,47,3,2024-11-13,19,1999.0,EUR,37981.0,annual
672,114,7,2024-06-12,1,399.0,EUR,399.0,subscription
673,19,11,2024-02-25,1,2000.0,EUR,2000.0,project
674,48,3,2024-06-01,10,1999.0,EUR,19990.0,annual
675,139,1,2023-07-26,1,299.0,EUR,299.0,subscription
676,45,12,2024-08-12,48969,0.005,EUR,244.84,usage
677,87,15,2023-09-15,4,5000.0,EUR,20000.0,project
678,15,11,2024-02-02,2,2000.0,EUR,4000.0,project
679,110,10,2024-05-23,19,99.0,EUR,1881.0,subscription
680,96,2,2023-07-23,1,599.0,EUR,599.0,subscription
681,102,10,2024-05-05,6,99.0,EUR,594.0,subscription
682,86,13,2024-03-23,4359,0.004,EUR,17.44,usage
683,142,4,2024-08-18,10,79.0,EUR,790.0,subscription
684,81,1,2024-03-23,1,299.0,EUR,299.0,subscription
685,51,1,2024-05-28,1,299.0,EUR,299.0,subscription
686,112,12,2024-09-22,36719,0.005,EUR,183.59,usage
687,15,14,2024-03-03,8389,0.003,EUR,25.17,usage
688,65,8,2023-08-05,1,499.0,EUR,499.0,subscription
689,88,7,2024-08-04,1,399.0,EUR,399.0,subscription
690,76,14,2023-07-28,48434,0.003,EUR,145.3,usage
691,10,8,2024-02-05,1,499.0,EUR,499.0,subscription
692,42,13,2024-08-09,15952,0.004,EUR,63.81,usage
693,95,4,2024-03-27,9,79.0,EUR,711.0,subscription
694,11,6,2024-11-22,8,129.0,EUR,1032.0,subscription
695,118,15,2024-04-11,4,5000.0,EUR,20000.0,project
696,144,13,2024-09-26,18422,0.004,EUR,73.69,usage
697,125,3,2024-05-12,2,1999.0,EUR,3998.0,annual
698,78,11,2024-04-22,1,2000.0,EUR,2000.0,project
699,147,13,2024-06-02,49232,0.004,EUR,196.93,usage
700,90,8,2024-05-02,1,499.0,EUR,499.0,subscription
701,8,4,2024-08-31,9,79.0,EUR,711.0,subscription
702,136,3,2024-06-15,13,1999.0,EUR,25987.0,annual
703,111,4,2024-11-22,8,79.0,EUR,632.0,subscription
704,58,6,2024-12-06,5,129.0,EUR,645.0,subscription
705,86,11,2024-11-03,5,2000.0,EUR,10000.0,project
706,55,7,2023-07-09,1,399.0,EUR,399.0,subscription
707,122,7,2024-11-08,1,399.0,EUR,399.0,subscription
708,108,14,2024-09-12,9098,0.003,EUR,27.29,usage
709,48,15,2023-10-16,5,5000.0,EUR,25000.0,project
710,132,12,2024-03-01,19883,0.005,EUR,99.42,usage
711,136,4,2024-03-11,17,79.0,EUR,1343.0,subscription
712,129,8,2023-08-02,1,499.0,EUR,499.0,subscription
713,47,7,2023-07-23,1,399.0,EUR,399.0,subscription
714,5,2,2023-08-18,1,599.0,EUR,599.0,subscription
715,24,13,2024-10-04,46999,0.004,EUR,188.0,usage
716,18,8,2024-05-31,1,499.0,EUR,499.0,subscription
717,84,9,2024-06-22,16,2499.0,EUR,39984.0,annual
718,5,5,2023-10-30,3,149.0,EUR,447.0,subscription
719,30,15,2024-09-16,1,5000.0,EUR,5000.0,project
720,1,4,2024-06-23,16,79.0,EUR,1264.0,subscription
721,86,4,2024-06-10,15,79.0,EUR,1185.0,subscription
722,82,13,2024-01-09,14350,0.004,EUR,57.4,usage
723,69,4,2024-08-19,2,79.0,EUR,158.0,subscription
724,31,6,2024-07-11,10,129.0,EUR,1290.0,subscription
725,91,11,2024-10-05,1,2000.0,EUR,2000.0,project
726,93,4,2023-11-23,15,79.0,EUR,1185.0,subscription
727,127,7,2024-10-20,1,399.0,EUR,399.0,subscription
728,16,7,2024-08-11,1,399.0,EUR,399.0,subscription
729,54,5,2024-04-11,6,149.0,EUR,894.0,subscription
730,140,13,2023-10-19,31657,0.004,EUR,126.63,usage
731,20,5,2023-08-19,17,149.0,EUR,2533.0,subscription
732,82,15,2023-07-14,4,5000.0,EUR,20000.0,project
733,109,10,2023-11-11,1,99.0,EUR,99.0,subscription
734,113,8,2024-06-07,1,499.0,EUR,499.0,subscription
735,17,7,2024-04-11,1,399.0,EUR,399.0,subscription
736,149,14,2024-05-09,45864,0.003,EUR,137.59,usage
737,126,7,2024-04-22,1,399.0,EUR,399.0,subscription
738,3,6,2023-12-11,4,129.0,EUR,516.0,subscription
739,17,7,2024-11-08,1,399.0,EUR,399.0,subscription
740,50,7,2023-07-16,1,399.0,EUR,399.0,subscription
741,122,10,2024-06-08,16,99.0,EUR,1584.0,subscription
742,90,14,2023-09-16,23343,0.003,EUR,70.03,usage
743,87,2,2024-06-10,1,599.0,EUR,599.0,subscription
744,6,14,2023-09-10,28712,0.003,EUR,86.14,usage
745,55,10,2024-03-26,19,99.0,EUR,1881.0,subscription
746,147,2,2024-04-12,1,599.0,EUR,599.0,subscription
747,102,14,2023-09-04,30488,0.003,EUR,91.46,usage
748,29,10,2023-09-06,10,99.0,EUR,990.0,subscription
749,111,7,2024-01-09,1,399.0,EUR,399.0,subscription
750,10,14,2023-08-24,49587,0.003,EUR,148.76,usage
751,91,10,2024-07-13,9,99.0,EUR,891.0,subscription
752,29,7,2023-12-15,1,399.0,EUR,399.0,subscription
753,45,7,2024-08-12,1,399.0,EUR,399.0,subscription
754,51,5,2024-11-19,7,149.0,EUR,1043.0,subscription
755,101,1,2024-12-18,1,299.0,EUR,299.0,subscription
756,128,14,2023-10-10,39079,0.003,EUR,117.24,usage
757,11,2,2024-08-25,1,599.0,EUR,599.0,subscription
758,82,13,2024-10-20,45220,0.004,EUR,180.88,usage
759,128,9,2023-10-28,12,2499.0,EUR,29988.0,annual
760,6,8,2024-04-16,1,499.0,EUR,499.0,subscription
761,67,8,2024-10-30,1,499.0,EUR,499.0,subscription
762,62,10,2023-12-08,15,99.0,EUR,1485.0,subscription
763,133,1,2023-09-16,1,299.0,EUR,299.0,subscription
764,137,6,2023-08-07,8,129.0,EUR,1032.0,subscription
765,28,15,2024-07-28,1,5000.0,EUR,5000.0,project
766,38,15,2024-09-13,5,5000.0,EUR,25000.0,project
767,43,9,2024-12-21,14,2499.0,EUR,34986.0,annual
768,117,15,2024-10-04,2,5000.0,EUR,10000.0,project
769,149,8,2024-04-19,1,499.0,EUR,499.0,subscription
770,46,3,2024-08-03,16,1999.0,EUR,31984.0,annual
771,49,4,2023-09-30,17,79.0,EUR,1343.0,subscription
772,39,15,2023-07-06,3,5000.0,EUR,15000.0,project
773,71,3,2024-03-27,1,1999.0,EUR,1999.0,annual
774,127,6,2023-10-07,18,129.0,EUR,2322.0,subscription
775,149,14,2024-12-07,9177,0.003,EUR,27.53,usage
776,1,9,2024-01-10,4,2499.0,EUR,9996.0,annual
777,136,15,2023-12-04,4,5000.0,EUR,20000.0,project
778,69,8,2023-10-23,1,499.0,EUR,499.0,subscription
779,30,15,2024-07-30,3,5000.0,EUR,15000.0,project
780,115,15,2024-12-03,3,5000.0,EUR,15000.0,project
781,8,13,2024-01-30,46609,0.004,EUR,186.44,usage
782,113,10,2024-12-14,5,99.0,EUR,495.0,subscription
783,19,4,2023-07-15,19,79.0,EUR,1501.0,subscription
784,59,15,2024-08-22,3,5000.0,EUR,15000.0,project
785,79,2,2024-07-02,1,599.0,EUR,599.0,subscription
786,36,13,2024-01-29,35854,0.004,EUR,143.42,usage
787,55,8,2023-07-05,1,499.0,EUR,499.0,subscription
788,44,8,2024-02-16,1,499.0,EUR,499.0,subscription
789,77,14,2024-01-17,24108,0.003,EUR,72.32,usage
790,78,12,2024-08-05,11419,0.005,EUR,57.09,usage
791,101,11,2023-11-26,4,2000.0,EUR,8000.0,project
792,30,6,2024-11-03,19,129.0,EUR,2451.0,subscription
793,39,14,2024-02-11,44950,0.003,EUR,134.85,usage
794,13,8,2023-12-16,1,499.0,EUR,499.0,subscription
795,122,9,2023-11-29,12,2499.0,EUR,29988.0,annual
796,144,13,2024-02-09,13835,0.004,EUR,55.34,usage
797,112,1,2024-11-15,1,299.0,EUR,299.0,subscription
798,45,9,2023-08-13,12,2499.0,EUR,29988.0,annual
799,119,2,2024-11-15,1,599.0,EUR,599.0,subscription
800,35,14,2024-02-26,36921,0.003,EUR,110.76,usage
801,7,13,2024-06-15,42968,0.004,EUR,171.87,usage
802,110,1,2023-07-23,1,299.0,EUR,299.0,subscription
803,114,8,2023-08-12,1,499.0,EUR,499.0,subscription
804,51,8,2024-10-08,1,499.0,EUR,499.0,subscription
805,46,11,2023-08-09,3,2000.0,EUR,6000.0,project
806,20,4,2024-04-28,16,79.0,EUR,1264.0,subscription
807,96,8,2023-12-22,1,499.0,EUR,499.0,subscription
808,38,7,2024-12-13,1,399.0,EUR,399.0,subscription
809,104,13,2024-10-03,11273,0.004,EUR,45.09,usage
810,32,2,2024-01-09,1,599.0,EUR,599.0,subscription
811,58,5,2024-02-29,16,149.0,EUR,2384.0,subscription
812,148,14,2024-04-05,25160,0.003,EUR,75.48,usage
813,82,10,2023-08-05,17,99.0,EUR,1683.0,subscription
814,50,4,2024-12-21,18,79.0,EUR,1422.0,subscription
815,52,3,2023-12-01,13,1999.0,EUR,25987.0,annual
816,86,1,2023-07-23,1,299.0,EUR,299.0,subscription
817,115,5,2023-09-29,5,149.0,EUR,745.0,subscription
818,150,10,2024-07-24,6,99.0,EUR,594.0,subscription
819,53,8,2024-06-23,1,499.0,EUR,499.0,subscription
820,66,12,2024-02-13,12273,0.005,EUR,61.37,usage
821,117,9,2024-01-18,5,2499.0,EUR,12495.0,annual
822,43,7,2024-06-14,1,399.0,EUR,399.0,subscription
823,82,12,2023-08-07,32739,0.005,EUR,163.69,usage
824,64,11,2024-11-11,1,2000.0,EUR,2000.0,project
825,137,1,2023-08-12,1,299.0,EUR,299.0,subscription
826,113,1,2024-11-28,1,299.0,EUR,299.0,subscription
827,135,15,2023-09-06,2,5000.0,EUR,10000.0,project
828,54,1,2023-10-31,1,299.0,EUR,299.0,subscription
829,65,2,2024-05-31,1,599.0,EUR,599.0,subscription
830,2,1,2023-11-30,1,299.0,EUR,299.0,subscription
831,132,4,2023-12-09,11,79.0,EUR,869.0,subscription
832,78,10,2024-01-30,7,99.0,EUR,693.0,subscription
833,32,9,2024-07-10,18,2499.0,EUR,44982.0,annual
834,100,12,2024-09-15,45179,0.005,EUR,225.9,usage
835,130,4,2024-08-26,10,79.0,EUR,790.0,subscription
836,104,13,2024-12-19,4800,0.004,EUR,19.2,usage
837,142,4,2024-02-15,15,79.0,EUR,1185.0,subscription
838,148,7,2023-08-28,1,399.0,EUR,399.0,subscription
839,89,14,2023-10-04,43735,0.003,EUR,131.21,usage
840,49,11,2024-03-18,4,2000.0,EUR,8000.0,project
841,136,9,2024-06-18,8,2499.0,EUR,19992.0,annual
842,149,7,2024-05-07,1,399.0,EUR,399.0,subscription
843,87,1,2023-11-13,1,299.0,EUR,299.0,subscription
844,8,1,2024-10-15,1,299.0,EUR,299.0,subscription
845,101,4,2024-09-02,8,79.0,EUR,632.0,subscription
846,16,4,2024-12-18,18,79.0,EUR,1422.0,subscription
847,40,1,2023-11-23,1,299.0,EUR,299.0,subscription
848,106,6,2024-12-05,6,129.0,EUR,774.0,subscription
849,27,10,2023-09-25,5,99.0,EUR,495.0,subscription
850,104,2,2023-10-17,1,599.0,EUR,599.0,subscription
851,105,11,2024-08-26,2,2000.0,EUR,4000.0,project
852,146,5,2024-06-09,12,149.0,EUR,1788.0,subscription
853,35,8,2024-03-22,1,499.0,EUR,499.0,subscription
854,113,15,2024-11-05,2,5000.0,EUR,10000.0,project
855,52,3,2024-05-28,4,1999.0,EUR,7996.0,annual
856,143,9,2024-08-16,13,2499.0,EUR,32487.0,annual
857,53,7,2024-01-07,1,399.0,EUR,399.0,subscription
858,91,9,2023-11-19,17,2499.0,EUR,42483.0,annual
859,81,1,2023-09-11,1,299.0,EUR,299.0,subscription
860,104,5,2023-12-14,16,149.0,EUR,2384.0,subscription
861,66,12,2023-12-15,37136,0.005,EUR,185.68,usage
862,113,13,2024-03-15,17128,0.004,EUR,68.51,usage
863,31,3,2024-09-11,15,1999.0,EUR,29985.0,annual
864,61,4,2023-10-19,12,79.0,EUR,948.0,subscription
865,101,4,2024-12-12,5,79.0,EUR,395.0,subscription
866,105,11,2024-04-15,2,2000.0,EUR,4000.0,project
867,98,12,2024-11-21,20987,0.005,EUR,104.94,usage
868,34,7,2023-12-22,1,399.0,EUR,399.0,subscription
869,59,10,2024-04-27,2,99.0,EUR,198.0,subscription
870,3,11,2024-01-01,4,2000.0,EUR,8000.0,project
871,17,8,2024-06-03,1,499.0,EUR,499.0,subscription
872,78,11,2024-11-21,4,2000.0,EUR,8000.0,project
873,46,10,2024-05-05,18,99.0,EUR,1782.0,subscription
874,35,5,2024-11-18,4,149.0,EUR,596.0,subscription
875,129,13,2024-06-10,10457,0.004,EUR,41.83,usage
876,112,13,2023-09-19,34922,0.004,EUR,139.69,usage
877,132,12,2024-07-08,10820,0.005,EUR,54.1,usage
878,61,10,2023-12-03,15,99.0,EUR,1485.0,subscription
879,97,7,2024-09-04,1,399.0,EUR,399.0,subscription
880,145,3,2024-11-11,5,1999.0,EUR,9995.0,annual
881,90,3,2023-11-24,3,1999.0,EUR,5997.0,annual
882,136,3,2024-10-23,7,1999.0,EUR,13993.0,annual
883,59,12,2024-09-07,17665,0.005,EUR,88.33,usage
884,18,4,2024-11-30,1,79.0,EUR,79.0,subscription
885,95,6,2023-09-07,19,129.0,EUR,2451.0,subscription
886,16,15,2024-01-02,4,5000.0,EUR,20000.0,project
887,10,5,2024-01-20,12,149.0,EUR,1788.0,subscription
888,104,8,2023-07-13,1,499.0,EUR,499.0,subscription
889,76,14,2024-03-30,35003,0.003,EUR,105.01,usage
890,150,14,2024-04-23,14149,0.003,EUR,42.45,usage
891,16,12,2023-08-20,31394,0.005,EUR,156.97,usage
